name,url,file_size,domestic_total_gross,distributor,release_date,genre,runtime,mpaa_rating,production_budget
cheaperbythedozen,http://www.boxofficemojo.com/movies/?id=cheaperbythedozen.htm,33609,"$138,614,544",Fox,"December 25, 2003",Family Comedy,1 hrs. 38 min.,PG,$40 million
kevinhart15,http://www.boxofficemojo.com/movies/?id=kevinhart15.htm,25112,"$64,460,211",Sony / Screen Gems,"January 16, 2015",Comedy,1 hrs. 41 min.,R,$23 million
spacecowboys,http://www.boxofficemojo.com/movies/?id=spacecowboys.htm,25264,"$90,464,773",Warner Bros.,"August 4, 2000",Action Thriller,2 hrs. 10 min.,PG-13,$65 million
lovingjezebel,http://www.boxofficemojo.com/movies/?id=lovingjezebel.htm,18371,"$72,190",Focus Features,"October 27, 2000",Unknown,N/A,R,N/A
200cigarettes,http://www.boxofficemojo.com/movies/?id=200cigarettes.htm,22530,"$6,852,450",Paramount,"February 26, 1999",Comedy,1 hrs. 41 min.,R,$6 million
paycheck,http://www.boxofficemojo.com/movies/?id=paycheck.htm,26265,"$53,790,451",Paramount,"December 25, 2003",Sci-Fi Action,1 hrs. 59 min.,PG-13,$60 million
hideandseek,http://www.boxofficemojo.com/movies/?id=hideandseek.htm,25284,"$51,100,486",Fox,"January 28, 2005",Thriller,1 hrs. 45 min.,R,N/A
hotshots,http://www.boxofficemojo.com/movies/?id=hotshots.htm,23654,"$69,467,617",Fox,"July 31, 1991",Comedy,1 hrs. 24 min.,PG-13,$26 million
iceage4,http://www.boxofficemojo.com/movies/?id=iceage4.htm,32496,"$161,321,843",Fox,"July 13, 2012",Animation,1 hrs. 34 min.,PG,$95 million
toy,http://www.boxofficemojo.com/movies/?id=toy.htm,20690,"$47,118,057",Columbia,"December 10, 1982",Comedy,1 hrs. 42 min.,PG,N/A
problemchild2,http://www.boxofficemojo.com/movies/?id=problemchild2.htm,21981,"$25,104,700",Universal,"July 5, 1991",Family Comedy,1 hrs. 30 min.,PG-13,N/A
totalrecall2012,http://www.boxofficemojo.com/movies/?id=totalrecall2012.htm,27920,"$58,877,969",Sony / Columbia,"August 3, 2012",Sci-Fi Action,2 hrs. 1 min.,PG-13,$125 million
woodthe,http://www.boxofficemojo.com/movies/?id=woodthe.htm,22042,"$25,059,640",Paramount,"July 16, 1999",Comedy / Drama,1 hrs. 46 min.,R,$6 million
mrdeath,http://www.boxofficemojo.com/movies/?id=mrdeath.htm,19170,"$507,941",Lions Gate,"December 29, 1999",Documentary,1 hrs. 31 min.,PG-13,N/A
"whoselifeisit,anyway","http://www.boxofficemojo.com/movies/?id=whoselifeisit,anyway.htm",18655,"$8,206,145",MGM,"December 2, 1981",Unknown,1 hrs. 58 min.,R,N/A
lucy,http://www.boxofficemojo.com/movies/?id=lucy.htm,27911,"$126,663,600",Universal,"July 25, 2014",Sci-Fi Action,1 hrs. 30 min.,R,$40 million
brucealmighty,http://www.boxofficemojo.com/movies/?id=brucealmighty.htm,37703,"$242,829,261",Universal,"May 23, 2003",Fantasy Comedy,1 hrs. 41 min.,PG-13,$81 million
naked,http://www.boxofficemojo.com/movies/?id=naked.htm,19422,"$1,769,305",New Line,"December 17, 1993",Drama,2 hrs. 11 min.,Unrated,N/A
coldcreekmanor,http://www.boxofficemojo.com/movies/?id=coldcreekmanor.htm,22239,"$21,386,011",Buena Vista,"September 19, 2003",Thriller,1 hrs. 58 min.,R,N/A
lebanon,http://www.boxofficemojo.com/movies/?id=lebanon.htm,19057,"$368,088",Sony Classics,"August 6, 2010",Foreign,1 hrs. 34 min.,R,N/A
getcarter,http://www.boxofficemojo.com/movies/?id=getcarter.htm,22521,"$14,967,182",Warner Bros.,"October 6, 2000",Action,1 hrs. 42 min.,R,$63.6 million
nightwenevermet,http://www.boxofficemojo.com/movies/?id=nightwenevermet.htm,19092,"$1,884,814",Miramax,"April 30, 1993",Romantic Comedy,1 hrs. 39 min.,R,N/A
smalltimecrooks,http://www.boxofficemojo.com/movies/?id=smalltimecrooks.htm,22195,"$17,266,359",DreamWorks,"May 19, 2000",Crime Comedy,1 hrs. 35 min.,PG,$25 million
boyinthestripedpajamas,http://www.boxofficemojo.com/movies/?id=boyinthestripedpajamas.htm,23694,"$9,046,156",Miramax,"November 7, 2008",Drama,1 hrs. 33 min.,PG-13,N/A
themeddler,http://www.boxofficemojo.com/movies/?id=themeddler.htm,18977,"$4,267,218",Sony Classics,"April 22, 2016",Comedy,1 hrs. 40 min.,PG-13,N/A
k-9,http://www.boxofficemojo.com/movies/?id=k-9.htm,21363,"$43,247,647",Universal,"April 28, 1989",Action Comedy,1 hrs. 41 min.,PG-13,N/A
youmeanddupree,http://www.boxofficemojo.com/movies/?id=youmeanddupree.htm,26379,"$75,628,110",Universal,"July 14, 2006",Comedy,1 hrs. 48 min.,PG-13,$54 million
lawnmowerman,http://www.boxofficemojo.com/movies/?id=lawnmowerman.htm,21126,"$32,100,816",New Line,"March 6, 1992",Sci-Fi Horror,1 hrs. 47 min.,R,$10 million
lifeaquatic,http://www.boxofficemojo.com/movies/?id=lifeaquatic.htm,27089,"$24,020,403",Buena Vista,"December 10, 2004",Adventure Comedy,1 hrs. 58 min.,R,$50 million
3strikes,http://www.boxofficemojo.com/movies/?id=3strikes.htm,19815,"$9,832,166",MGM,"March 1, 2000",Crime Comedy,1 hrs. 22 min.,R,$3.4 million
eightleggedfreaks,http://www.boxofficemojo.com/movies/?id=eightleggedfreaks.htm,23687,"$17,322,606",Warner Bros.,"July 17, 2002",Horror Comedy,1 hrs. 39 min.,PG-13,$30 million
ironeagle,http://www.boxofficemojo.com/movies/?id=ironeagle.htm,21507,"$24,159,872",TriStar,"January 17, 1986",Action,1 hrs. 57 min.,PG-13,N/A
lastmarriedcoupleinamerica,http://www.boxofficemojo.com/movies/?id=lastmarriedcoupleinamerica.htm,17214,"$12,835,544",Universal,"February 8, 1980",Comedy,1 hrs. 43 min.,R,N/A
cars3,http://www.boxofficemojo.com/movies/?id=cars3.htm,28622,"$152,901,115",Buena Vista,"June 16, 2017",Animation,1 hrs. 42 min.,G,N/A
goforit,http://www.boxofficemojo.com/movies/?id=goforit.htm,17873,"$180,237",Lionsgate,"May 13, 2011",Comedy / Drama,1 hrs. 30 min.,PG-13,N/A
tombraider,http://www.boxofficemojo.com/movies/?id=tombraider.htm,29866,"$131,168,070",Paramount,"June 15, 2001",Action / Adventure,1 hrs. 40 min.,PG-13,$115 million
pebbleandthepenguin,http://www.boxofficemojo.com/movies/?id=pebbleandthepenguin.htm,22138,"$3,983,912",MGM,"April 14, 1995",Animation,1 hrs. 14 min.,G,N/A
onedirection,http://www.boxofficemojo.com/movies/?id=onedirection.htm,25202,"$28,873,374",TriStar,"August 30, 2013",Concert,1 hrs. 32 min.,PG,$10 million
alienparadiselost,http://www.boxofficemojo.com/movies/?id=alienparadiselost.htm,26996,"$74,262,031",Fox,"May 19, 2017",Sci-Fi Horror,2 hrs. 2 min.,R,$97 million
oneflewoverthecuckoosnest,http://www.boxofficemojo.com/movies/?id=oneflewoverthecuckoosnest.htm,19318,"$108,981,275",United Artists,"November 20, 1975",Drama,2 hrs. 13 min.,R,$3 million
memphisbelle,http://www.boxofficemojo.com/movies/?id=memphisbelle.htm,20874,"$27,441,977",Warner Bros.,"October 12, 1990",War,1 hrs. 47 min.,PG-13,N/A
swimfan,http://www.boxofficemojo.com/movies/?id=swimfan.htm,23655,"$28,564,995",Fox,"September 6, 2002",Thriller,1 hrs. 26 min.,PG-13,$10 million
lasthouseontheleft09,http://www.boxofficemojo.com/movies/?id=lasthouseontheleft09.htm,23706,"$32,752,215",Universal,"March 13, 2009",Horror,1 hrs. 49 min.,R,N/A
bighit,http://www.boxofficemojo.com/movies/?id=bighit.htm,21675,"$27,007,143",Sony / Columbia,"April 24, 1998",Action Comedy,1 hrs. 31 min.,R,N/A
lucialucia,http://www.boxofficemojo.com/movies/?id=lucialucia.htm,19622,"$269,586",Fox Searchlight,"July 25, 2003",Foreign,1 hrs. 49 min.,R,N/A
wiigapatow,http://www.boxofficemojo.com/movies/?id=wiigapatow.htm,31454,"$169,106,725",Universal,"May 13, 2011",Comedy,2 hrs. 5 min.,R,$32.5 million
wiseguys,http://www.boxofficemojo.com/movies/?id=wiseguys.htm,19362,"$8,475,466",MGM,"April 18, 1986",Unknown,1 hrs. 31 min.,R,N/A
skulls,http://www.boxofficemojo.com/movies/?id=skulls.htm,23559,"$35,046,120",Universal,"March 31, 2000",Thriller,1 hrs. 47 min.,PG-13,$35 million
ironlady,http://www.boxofficemojo.com/movies/?id=ironlady.htm,22332,"$30,017,992",Weinstein Company,"December 30, 2011",Drama,1 hrs. 45 min.,PG-13,N/A
foxtrot,http://www.boxofficemojo.com/movies/?id=foxtrot.htm,18437,,Sony Classics,"March 2, 2018",Drama,1 hrs. 48 min.,R,N/A
goodbyelover,http://www.boxofficemojo.com/movies/?id=goodbyelover.htm,22812,"$1,940,299",Warner Bros.,"April 16, 1999",Crime Thriller,1 hrs. 41 min.,R,$20 million
libertine,http://www.boxofficemojo.com/movies/?id=libertine.htm,23600,"$4,835,065",Weinstein Company,"November 25, 2005",Period Drama,2 hrs. 10 min.,R,N/A
wildthornberrys,http://www.boxofficemojo.com/movies/?id=wildthornberrys.htm,24764,"$40,108,697",Paramount,"December 20, 2002",Animation,1 hrs. 19 min.,PG,$25 million
jeffersoninparis,http://www.boxofficemojo.com/movies/?id=jeffersoninparis.htm,20011,"$2,473,668",Buena Vista,"March 31, 1995",Historical Drama,2 hrs. 19 min.,PG-13,N/A
halfpastdead,http://www.boxofficemojo.com/movies/?id=halfpastdead.htm,22381,"$15,567,860",Sony / Columbia,"November 15, 2002",Action,1 hrs. 38 min.,PG-13,N/A
vertigo83,http://www.boxofficemojo.com/movies/?id=vertigo83.htm,17091,"$5,343,461Domestic Lifetime Gross: $7,311,013",Universal,"October 28, 1983",Romantic Thriller,2 hrs. 8 min.,PG,N/A
lightitup,http://www.boxofficemojo.com/movies/?id=lightitup.htm,20483,"$5,985,690",Fox,"November 10, 1999",Drama,1 hrs. 39 min.,R,$13 million
x2,http://www.boxofficemojo.com/movies/?id=x2.htm,39150,"$214,949,694",Fox,"May 2, 2003",Action / Adventure,2 hrs. 14 min.,PG-13,$110 million
apocalypsenow,http://www.boxofficemojo.com/movies/?id=apocalypsenow.htm,21017,"$78,784,010Domestic Lifetime Gross: $83,471,511",MGM,"August 15, 1979",War,2 hrs. 33 min.,R,N/A
innerspace,http://www.boxofficemojo.com/movies/?id=innerspace.htm,22617,"$25,893,810",Warner Bros.,"July 3, 1987",Sci-Fi Comedy,2 hrs. 1 min.,PG,N/A
gambler,http://www.boxofficemojo.com/movies/?id=gambler.htm,22582,"$33,680,992",Paramount,"December 25, 2014",Crime Drama,1 hrs. 51 min.,R,$25 million
zookeeper,http://www.boxofficemojo.com/movies/?id=zookeeper.htm,25617,"$80,360,843",Sony / Columbia,"July 8, 2011",Comedy,1 hrs. 44 min.,PG,$80 million
staytuned,http://www.boxofficemojo.com/movies/?id=staytuned.htm,19865,"$10,736,401",Warner Bros.,"August 14, 1992",Fantasy Comedy,1 hrs. 29 min.,PG,N/A
curseofthejadescorpion,http://www.boxofficemojo.com/movies/?id=curseofthejadescorpion.htm,22084,"$7,517,191",DreamWorks,"August 24, 2001",Comedy Thriller,1 hrs. 42 min.,PG-13,$33 million
patriotsday,http://www.boxofficemojo.com/movies/?id=patriotsday.htm,26770,"$31,886,361",Lionsgate,"December 21, 2016",Drama,2 hrs. 10 min.,R,$45 million
arewedoneyet,http://www.boxofficemojo.com/movies/?id=arewedoneyet.htm,25662,"$49,662,533",Sony (Revolution),"April 4, 2007",Family Comedy,1 hrs. 32 min.,PG,N/A
mysisterskeeper,http://www.boxofficemojo.com/movies/?id=mysisterskeeper.htm,23930,"$49,200,230",Warner Bros. (New Line),"June 26, 2009",Drama,1 hrs. 46 min.,PG-13,$30 million
monkeybone,http://www.boxofficemojo.com/movies/?id=monkeybone.htm,22061,"$5,411,999",Fox,"February 23, 2001",Fantasy Comedy,1 hrs. 28 min.,PG-13,$75 million
monstersball,http://www.boxofficemojo.com/movies/?id=monstersball.htm,24854,"$31,273,922",Lions Gate,"December 26, 2001",Drama,1 hrs. 51 min.,R,$4 million
wettestcountry,http://www.boxofficemojo.com/movies/?id=wettestcountry.htm,25667,"$37,400,127",Weinstein Company,"August 29, 2012",Crime Drama,1 hrs. 55 min.,R,N/A
tangolesson,http://www.boxofficemojo.com/movies/?id=tangolesson.htm,18327,"$1,080,192",Sony Classics,"November 14, 1997",Romance,1 hrs. 40 min.,PG,N/A
nbc3d08,http://www.boxofficemojo.com/movies/?id=nbc3d08.htm,19243,"$1,109,188Domestic Lifetime Gross: $75,082,668",Buena Vista,"October 24, 2008",Animation,1 hrs. 16 min.,PG,N/A
phantomoftheopera,http://www.boxofficemojo.com/movies/?id=phantomoftheopera.htm,27312,"$51,268,815",Warner Bros.,"December 22, 2004",Musical,2 hrs. 23 min.,PG-13,$70 million
bubbleboy,http://www.boxofficemojo.com/movies/?id=bubbleboy.htm,20819,"$5,007,898",Buena Vista,"August 24, 2001",Comedy,1 hrs. 24 min.,PG-13,$13 million
blumhousehorror2018,http://www.boxofficemojo.com/movies/?id=blumhousehorror2018.htm,24171,"$55,683,845",Universal,"October 13, 2017",Horror,1 hrs. 36 min.,PG-13,$4.8 million
raid2,http://www.boxofficemojo.com/movies/?id=raid2.htm,23629,"$2,627,209",Sony Classics,"March 28, 2014",Foreign / Action,2 hrs. 28 min.,R,N/A
thoroughbreds,http://www.boxofficemojo.com/movies/?id=thoroughbreds.htm,18747,"$2,830,775",Focus Features,"March 9, 2018",Drama / Thriller,1 hrs. 32 min.,R,N/A
princessbride,http://www.boxofficemojo.com/movies/?id=princessbride.htm,24888,"$30,857,814",Fox,"September 25, 1987",Adventure Comedy,1 hrs. 38 min.,PG,N/A
rescuers89,http://www.boxofficemojo.com/movies/?id=rescuers89.htm,19837,"$21,215,869Domestic Lifetime Gross: $71,215,869",Buena Vista,"March 17, 1989",Animation,1 hrs. 16 min.,G,N/A
justmyluck,http://www.boxofficemojo.com/movies/?id=justmyluck.htm,24160,"$17,326,650",Fox,"May 12, 2006",Romantic Comedy,1 hrs. 48 min.,PG-13,N/A
mybigfatgreekwedding2,http://www.boxofficemojo.com/movies/?id=mybigfatgreekwedding2.htm,23500,"$59,689,605",Universal,"March 25, 2016",Comedy,1 hrs. 34 min.,PG-13,N/A
valentinesday,http://www.boxofficemojo.com/movies/?id=valentinesday.htm,30035,"$110,485,654",Warner Bros. (New Line),"February 12, 2010",Romantic Comedy,1 hrs. 57 min.,PG-13,$52 million
dragonball,http://www.boxofficemojo.com/movies/?id=dragonball.htm,25684,"$9,362,785",Fox,"April 10, 2009",Sci-Fi Adventure,1 hrs. 40 min.,PG,N/A
josieandthepussycats,http://www.boxofficemojo.com/movies/?id=josieandthepussycats.htm,25839,"$14,271,015",Universal,"April 11, 2001",Comedy,1 hrs. 38 min.,PG-13,$39 million
cannonballrun2,http://www.boxofficemojo.com/movies/?id=cannonballrun2.htm,21375,"$28,078,073",Warner Bros.,"June 29, 1984",Comedy,1 hrs. 48 min.,PG,N/A
undercoverblues,http://www.boxofficemojo.com/movies/?id=undercoverblues.htm,20767,"$12,324,660",MGM,"September 10, 1993",Action Comedy,1 hrs. 30 min.,PG-13,N/A
lesmiserables2012,http://www.boxofficemojo.com/movies/?id=lesmiserables2012.htm,34396,"$148,809,770",Universal,"December 25, 2012",Musical,2 hrs. 37 min.,PG-13,$61 million
americantail,http://www.boxofficemojo.com/movies/?id=americantail.htm,23864,"$47,483,002",Universal,"November 21, 1986",Animation,1 hrs. 21 min.,G,N/A
lawrenceofarabia,http://www.boxofficemojo.com/movies/?id=lawrenceofarabia.htm,19941,"$37,495,385Domestic Lifetime Gross: $44,824,144",Columbia,"December 21, 1962",Historical Epic,3 hrs. 36 min.,PG,N/A
species,http://www.boxofficemojo.com/movies/?id=species.htm,25166,"$60,074,103",MGM,"July 7, 1995",Sci-Fi Horror,1 hrs. 48 min.,R,N/A
smoke,http://www.boxofficemojo.com/movies/?id=smoke.htm,19835,"$8,367,636",Miramax,"June 9, 1995",Comedy / Drama,1 hrs. 52 min.,R,N/A
88minutes,http://www.boxofficemojo.com/movies/?id=88minutes.htm,22793,"$17,213,467",Sony / Columbia,"April 18, 2008",Thriller,1 hrs. 48 min.,R,N/A
darkblue,http://www.boxofficemojo.com/movies/?id=darkblue.htm,22977,"$9,250,301",United Artists,"February 21, 2003",Action / Crime,1 hrs. 53 min.,R,$15 million
calendargirls,http://www.boxofficemojo.com/movies/?id=calendargirls.htm,23896,"$31,041,759",Buena Vista,"December 19, 2003",Comedy,1 hrs. 48 min.,PG-13,$10 million
joekidd,http://www.boxofficemojo.com/movies/?id=joekidd.htm,16356,"$6,330,000",Universal,"July 14, 1972",Western,1 hrs. 28 min.,PG,N/A
dustfactory,http://www.boxofficemojo.com/movies/?id=dustfactory.htm,19016,"$12,311",MGM,"October 15, 2004",Fantasy Drama,1 hrs. 39 min.,PG,N/A
foxandthehound,http://www.boxofficemojo.com/movies/?id=foxandthehound.htm,18450,"$39,900,000Domestic Lifetime Gross: $63,456,988",Buena Vista,"July 10, 1981",Animation,1 hrs. 23 min.,G,N/A
amityvillehorror12,http://www.boxofficemojo.com/movies/?id=amityvillehorror12.htm,20524,$742,Weinstein / Dimension,"October 28, 2017",Horror,1 hrs. 25 min.,PG-13,N/A
joyofsex,http://www.boxofficemojo.com/movies/?id=joyofsex.htm,20277,"$4,463,841",Paramount,"August 3, 1984",Comedy,1 hrs. 33 min.,R,N/A
whosharrycrumb,http://www.boxofficemojo.com/movies/?id=whosharrycrumb.htm,20059,"$10,982,364",TriStar,"February 3, 1989",Unknown,1 hrs. 29 min.,PG-13,N/A
feastoflove,http://www.boxofficemojo.com/movies/?id=feastoflove.htm,22864,"$3,511,074",MGM,"September 28, 2007",Romance,1 hrs. 42 min.,R,N/A
greatestmovieeversold,http://www.boxofficemojo.com/movies/?id=greatestmovieeversold.htm,19619,"$638,476",Sony Classics,"April 22, 2011",Documentary,1 hrs. 30 min.,PG-13,$1.8 million
manwhocried,http://www.boxofficemojo.com/movies/?id=manwhocried.htm,20218,"$747,092",Focus Features,"May 25, 2001",War Drama,1 hrs. 40 min.,R,N/A
allornothing,http://www.boxofficemojo.com/movies/?id=allornothing.htm,20099,"$201,546",United Artists,"October 25, 2002",Unknown,2 hrs. 8 min.,R,$9 million
deadman,http://www.boxofficemojo.com/movies/?id=deadman.htm,20826,"$1,037,847",Miramax,"May 10, 1996",Western,2 hrs. 1 min.,R,N/A
residentevil3,http://www.boxofficemojo.com/movies/?id=residentevil3.htm,28015,"$50,648,679",Sony / Screen Gems,"September 21, 2007",Action Horror,1 hrs. 35 min.,R,N/A
shortcircuit2,http://www.boxofficemojo.com/movies/?id=shortcircuit2.htm,21340,"$21,630,088",TriStar,"July 8, 1988",Sci-Fi Comedy,1 hrs. 51 min.,PG,N/A
glory,http://www.boxofficemojo.com/movies/?id=glory.htm,22034,"$26,828,365",TriStar,"December 14, 1989",War,1 hrs. 58 min.,R,N/A
youngpoisonershandbook,http://www.boxofficemojo.com/movies/?id=youngpoisonershandbook.htm,16754,"$536,825",Lions Gate,"February 23, 1996",Comedy Thriller,1 hrs. 39 min.,R,N/A
clockwise,http://www.boxofficemojo.com/movies/?id=clockwise.htm,18769,"$1,476,356",Universal,"October 10, 1986",Unknown,1 hrs. 36 min.,PG,N/A
onceuponatimeinthemidlands,http://www.boxofficemojo.com/movies/?id=onceuponatimeinthemidlands.htm,19805,"$172,564",Sony Classics,"August 29, 2003",Unknown,1 hrs. 44 min.,R,N/A
askthedust,http://www.boxofficemojo.com/movies/?id=askthedust.htm,20599,"$743,847",Paramount Classics,"March 10, 2006",Romantic Thriller,1 hrs. 57 min.,R,N/A
abovethelaw,http://www.boxofficemojo.com/movies/?id=abovethelaw.htm,22336,"$18,869,631",Warner Bros.,"April 8, 1988",Action,1 hrs. 39 min.,R,N/A
bounce,http://www.boxofficemojo.com/movies/?id=bounce.htm,23472,"$36,805,288",Miramax,"November 17, 2000",Romance,1 hrs. 46 min.,PG-13,$35 million
elvisgratton2,http://www.boxofficemojo.com/movies/?id=elvisgratton2.htm,17996,,Lions Gate,"July 2, 1999",Foreign,1 hrs. 45 min.,Unrated,N/A
tmnt2013,http://www.boxofficemojo.com/movies/?id=tmnt2013.htm,35425,"$191,204,754",Paramount,"August 8, 2014",Action / Adventure,1 hrs. 41 min.,PG-13,$125 million
winterinwartime,http://www.boxofficemojo.com/movies/?id=winterinwartime.htm,18454,"$543,100",Sony Classics,"March 18, 2011",Foreign,1 hrs. 43 min.,R,N/A
firewall,http://www.boxofficemojo.com/movies/?id=firewall.htm,25737,"$48,751,189",Warner Bros.,"February 10, 2006",Thriller,1 hrs. 40 min.,PG-13,N/A
fastfoodnation,http://www.boxofficemojo.com/movies/?id=fastfoodnation.htm,21727,"$1,005,539",Fox Searchlight,"November 17, 2006",Comedy / Drama,1 hrs. 56 min.,R,N/A
thatsdancing,http://www.boxofficemojo.com/movies/?id=thatsdancing.htm,21819,"$4,210,938",MGM,"January 18, 1985",Documentary,1 hrs. 45 min.,G,N/A
duets,http://www.boxofficemojo.com/movies/?id=duets.htm,20292,"$4,739,023",Buena Vista,"September 15, 2000",Comedy,1 hrs. 52 min.,R,$21 million
goodmother,http://www.boxofficemojo.com/movies/?id=goodmother.htm,20489,"$4,764,606",Buena Vista,"November 4, 1988",Unknown,1 hrs. 44 min.,R,N/A
goal,http://www.boxofficemojo.com/movies/?id=goal.htm,23653,"$4,283,255",Buena Vista,"May 12, 2006",Sports Drama,1 hrs. 58 min.,PG,N/A
40yearoldvirgin,http://www.boxofficemojo.com/movies/?id=40yearoldvirgin.htm,30820,"$109,449,237",Universal,"August 19, 2005",Comedy,1 hrs. 56 min.,R,$26 million
hideinplainsight,http://www.boxofficemojo.com/movies/?id=hideinplainsight.htm,16539,"$3,806,930",MGM,"March 21, 1980",Unknown,1 hrs. 32 min.,PG,N/A
indianajonesandthetempleofdoom,http://www.boxofficemojo.com/movies/?id=indianajonesandthetempleofdoom.htm,35583,"$179,870,271",Paramount,"May 23, 1984",Period Adventure,1 hrs. 58 min.,PG,$28 million
johnq,http://www.boxofficemojo.com/movies/?id=johnq.htm,24990,"$71,756,802",New Line,"February 15, 2002",Drama / Thriller,1 hrs. 52 min.,PG-13,$36 million
billylynn,http://www.boxofficemojo.com/movies/?id=billylynn.htm,23623,"$1,738,477",TriStar,"November 11, 2016",War,1 hrs. 50 min.,R,N/A
dreamingofjosephlees,http://www.boxofficemojo.com/movies/?id=dreamingofjosephlees.htm,18219,"$12,044",Fox Searchlight,"October 29, 1999",Unknown,1 hrs. 32 min.,R,N/A
drstrangelove,http://www.boxofficemojo.com/movies/?id=drstrangelove.htm,18853,"$9,164,370Domestic Lifetime Gross: $9,440,272",Columbia,"January 29, 1964",Comedy,1 hrs. 33 min.,GP,$1.8 million
dominion,http://www.boxofficemojo.com/movies/?id=dominion.htm,22872,"$251,495",Warner Bros.,"May 20, 2005",Horror,1 hrs. 57 min.,R,N/A
